BILLING_PROVIDER_NPI_NUM,SERVICING_PROVIDER_NPI_NUM,HCPCS_CODE,CLAIM_FROM_MONTH,TOTAL_UNIQUE_BENEFICIARIES,TOTAL_CLAIMS,TOTAL_PAID
1000000178,1000000178,97110,2023-03-01,720,1414,134928.93
1000000178,1000000178,99213,2023-03-01,1081,1788,214615.7
1000000178,1000000178,99214,2023-03-01,1485,1839,328825.47
1000000178,1000000178,99232,2023-03-01,1472,1785,267727.4
1000000179,1000000179,70450,2023-03-01,156,296,135007.19
1000000179,1000000179,93000,2023-03-01,229,292,24810.0
1000000179,1000000179,99214,2023-03-01,148,229,40759.2
1000000179,1000000179,99283,2023-03-01,247,329,114544.23
1000000179,1000000179,J3301,2023-03-01,159,264,17339.25
1000000180,1000000180,36415,2023-03-01,275,397,9793.24
1000000180,1000000180,70450,2023-03-01,266,370,164995.34
1000000180,1000000180,80053,2023-03-01,403,454,20503.44
1000000180,1000000180,93000,2023-03-01,238,282,23551.28
1000000180,1000000180,99213,2023-03-01,211,409,49390.52
1000000181,1000000181,36415,2023-03-01,579,1019,25443.71
1000000181,1000000181,70450,2023-03-01,1266,1692,761713.5
1000000181,1000000181,93000,2023-03-01,948,1300,111182.15
1000000181,1000000181,99213,2023-03-01,1222,1378,163265.89
1000000181,1000000181,99214,2023-03-01,1057,1246,226113.02
1000000182,1000000182,70450,2023-03-01,614,885,399040.74
1000000182,1000000182,93000,2023-03-01,387,686,58414.35
1000000182,1000000182,97110,2023-03-01,569,775,74032.27
1000000182,1000000182,99283,2023-03-01,476,731,254916.89
1000000182,1000000182,J3301,2023-03-01,787,1012,65351.37
1000000183,1000000183,80053,2023-03-01,312,479,21778.51
1000000183,1000000183,93000,2023-03-01,287,322,27355.22
1000000183,1000000183,97110,2023-03-01,348,509,48349.25
1000000183,1000000183,99213,2023-03-01,406,480,57694.57
1000000183,1000000183,99214,2023-03-01,271,387,69713.59
1000000184,1000000184,36415,2023-03-01,1595,2068,51866.15
1000000184,1000000184,80053,2023-03-01,1143,1798,81230.53
1000000184,1000000184,99213,2023-03-01,1173,1567,188213.24
1000000184,1000000184,99214,2023-03-01,1234,1940,348451.82
1000000184,1000000184,99232,2023-03-01,709,1208,182146.19
1000000184,1000000184,99283,2023-03-01,890,1175,410883.27
1000000184,1000000184,J3301,2023-03-01,1438,2143,139688.89
1000000185,1000000185,36415,2023-03-01,67,75,1914.26
1000000185,1000000185,80053,2023-03-01,42,70,3103.87
1000000185,1000000185,99213,2023-03-01,59,112,13566.04
1000000185,1000000185,99283,2023-03-01,37,64,22921.11
1000000185,1000000185,J3301,2023-03-01,61,105,6876.38
1000000186,1000000186,97110,2023-03-01,1600,1927,182136.54
1000000186,1000000186,99213,2023-03-01,1136,1676,201064.08
1000000186,1000000186,99214,2023-03-01,1484,1655,297213.36
1000000186,1000000186,99232,2023-03-01,1989,2262,339508.04
1000000186,1000000186,99283,2023-03-01,922,1808,629417.61
1000000186,1000000186,J3301,2023-03-01,1932,2178,141583.03
1000000187,1000000187,70450,2023-03-01,1008,1123,507104.73
1000000187,1000000187,80053,2023-03-01,1049,1335,60524.24
1000000187,1000000187,99214,2023-03-01,777,1394,250795.63
1000000188,1000000188,36415,2023-03-01,72,82,2038.76
1000000188,1000000188,70450,2023-03-01,65,94,42030.9
1000000188,1000000188,80053,2023-03-01,58,66,3108.73
1000000188,1000000188,93000,2023-03-01,44,83,6848.41
1000000188,1000000188,99214,2023-03-01,33,64,11303.89
1000000189,1000000189,36415,2023-03-01,176,279,7061.98
1000000189,1000000189,80053,2023-03-01,307,362,16752.73
1000000189,1000000189,97110,2023-03-01,223,408,38146.24
1000000189,1000000189,99283,2023-03-01,234,307,107586.5
1000000190,1000000190,70450,2023-03-01,59,80,37156.62
1000000190,1000000190,93000,2023-03-01,39,61,5137.93
1000000190,1000000190,97110,2023-03-01,44,68,6391.07
1000000190,1000000190,99213,2023-03-01,46,54,6445.35
1000000190,1000000190,99232,2023-03-01,41,80,12339.93
1000000191,1000000191,93000,2023-03-01,250,384,32857.33
1000000191,1000000191,97110,2023-03-01,243,287,27454.27
1000000191,1000000191,99213,2023-03-01,314,354,42566.92
1000000191,1000000191,99214,2023-03-01,183,347,62219.38
1000000191,1000000191,99283,2023-03-01,205,275,96968.1
1000000191,1000000191,J3301,2023-03-01,233,294,19432.45
1000000192,1000000192,70450,2023-03-01,597,1092,489934.74
1000000192,1000000192,80053,2023-03-01,756,1220,54987.3
1000000192,1000000192,99214,2023-03-01,705,894,158860.98
1000000192,1000000192,99283,2023-03-01,441,835,291807.33
1000000192,1000000192,J3301,2023-03-01,546,874,57357.68
1000000193,1000000193,36415,2023-03-01,221,318,8058.83
1000000193,1000000193,70450,2023-03-01,139,206,92502.64
1000000193,1000000193,80053,2023-03-01,143,231,10252.19
1000000193,1000000193,93000,2023-03-01,104,193,16447.6
1000000193,1000000193,97110,2023-03-01,218,319,30345.16
1000000193,1000000193,99214,2023-03-01,231,298,53836.92
1000000194,1000000194,93000,2023-03-01,92,121,10159.44
1000000194,1000000194,99214,2023-03-01,92,169,30063.91
1000000194,1000000194,J3301,2023-03-01,160,208,13276.02
1000000195,1000000195,36415,2023-03-01,60,110,2783.81
1000000195,1000000195,93000,2023-03-01,65,115,9668.12
1000000195,1000000195,99213,2023-03-01,125,149,18265.78
1000000195,1000000195,99232,2023-03-01,51,97,14657.75
1000000195,1000000195,99283,2023-03-01,60,101,35356.68
1000000196,1000000196,97110,2023-03-01,23,42,4087.33
1000000196,1000000196,99213,2023-03-01,33,38,4667.43
1000000196,1000000196,99214,2023-03-01,14,26,4735.56
1000000197,1000000197,80053,2023-03-01,71,131,5895.44
1000000197,1000000197,97110,2023-03-01,75,99,9429.55
1000000197,1000000197,99214,2023-03-01,91,173,31351.74
1000000197,1000000197,99232,2023-03-01,95,119,17804.57
1000000197,1000000197,99283,2023-03-01,95,137,47390.38
1000000197,1000000197,J3301,2023-03-01,80,127,8180.57
1000000198,1000000198,70450,2023-03-01,303,391,174368.2
1000000198,1000000198,80053,2023-03-01,405,498,22680.7
1000000198,1000000198,97110,2023-03-01,286,421,40051.39
1000000198,1000000198,99213,2023-03-01,335,444,52802.74
1000000198,1000000198,J3301,2023-03-01,159,294,19057.74
1000000199,1000000199,70450,2023-03-01,307,545,244081.89
1000000199,1000000199,80053,2023-03-01,418,584,26352.83
1000000199,1000000199,99214,2023-03-01,336,407,72119.28
1000000199,1000000199,99232,2023-03-01,326,450,67641.1
1000000200,1000000200,36415,2023-03-01,1095,1640,40689.13
1000000200,1000000200,70450,2023-03-01,1870,2254,1011185.35
1000000200,1000000200,97110,2023-03-01,917,1699,161774.91
1000000200,1000000200,99213,2023-03-01,1021,1546,186461.61
1000000201,1000000201,70450,2023-03-01,1564,2017,904570.27
1000000201,1000000201,99283,2023-03-01,1205,1809,631665.88
1000000201,1000000201,J3301,2023-03-01,1344,1798,116912.83
1000000202,1000000202,70450,2023-03-01,75,143,64706.52
1000000202,1000000202,80053,2023-03-01,99,149,6748.89
1000000202,1000000202,99213,2023-03-01,81,130,15525.76
1000000202,1000000202,99214,2023-03-01,91,140,24594.24
1000000202,1000000202,99283,2023-03-01,119,165,57759.35
1000000202,1000000202,J3301,2023-03-01,115,167,10882.89
1000000203,1000000203,36415,2023-03-01,92,140,3459.98
1000000203,1000000203,70450,2023-03-01,92,141,64058.76
1000000203,1000000203,80053,2023-03-01,176,224,10262.94
1000000203,1000000203,93000,2023-03-01,136,181,15233.51
1000000203,1000000203,99213,2023-03-01,82,155,18722.79
1000000203,1000000203,99232,2023-03-01,119,152,23042.06
1000000204,1000000204,80053,2023-03-01,1239,1592,70908.21
1000000204,1000000204,93000,2023-03-01,1413,1892,160005.91
1000000204,1000000204,97110,2023-03-01,1480,1760,168444.75
1000000204,1000000204,99213,2023-03-01,734,1406,168826.2
1000000204,1000000204,99283,2023-03-01,972,1402,491250.36
1000000204,1000000204,J3301,2023-03-01,1218,1892,123404.98
1000000205,1000000205,97110,2023-03-01,49,71,6666.02
1000000205,1000000205,99213,2023-03-01,54,71,8549.97
1000000205,1000000205,99283,2023-03-01,32,50,16697.62
1000000205,1000000205,J3301,2023-03-01,23,46,2965.32
1000000206,1000000206,70450,2023-03-01,43,59,26181.48
1000000206,1000000206,80053,2023-03-01,49,73,3288.27
1000000206,1000000206,97110,2023-03-01,60,74,7196.29
1000000206,1000000206,99214,2023-03-01,26,49,8394.63
1000000206,1000000206,99232,2023-03-01,47,60,8905.62
1000000206,1000000206,99283,2023-03-01,65,74,25574.7
1000000206,1000000206,J3301,2023-03-01,46,55,3670.27
1000000207,1000000207,80053,2023-03-01,198,326,14346.44
1000000207,1000000207,93000,2023-03-01,255,350,29767.08
1000000207,1000000207,97110,2023-03-01,276,319,30398.72
1000000208,1000000208,70450,2023-03-01,83,123,55820.76
1000000208,1000000208,80053,2023-03-01,88,102,4569.28
1000000208,1000000208,93000,2023-03-01,79,97,8262.04
1000000208,1000000208,97110,2023-03-01,77,103,9750.28
1000000208,1000000208,99213,2023-03-01,61,78,9607.46
1000000208,1000000208,99214,2023-03-01,62,71,13006.32
1000000208,1000000208,99283,2023-03-01,65,100,34778.79
1000000209,1000000209,36415,2023-03-01,621,705,17664.62
1000000209,1000000209,70450,2023-03-01,433,555,252238.81
1000000209,1000000209,93000,2023-03-01,467,531,45010.0
1000000209,1000000209,97110,2023-03-01,317,604,57123.01
1000000209,1000000209,99214,2023-03-01,338,412,73931.3
1000000209,1000000209,99232,2023-03-01,528,721,106984.54
1000000209,1000000209,J3301,2023-03-01,361,686,44485.48
1000000210,1000000210,70450,2023-03-01,53,88,39488.59
1000000210,1000000210,80053,2023-03-01,73,88,3945.38
1000000210,1000000210,99213,2023-03-01,49,65,7810.86
1000000210,1000000210,99232,2023-03-01,66,94,13759.18
1000000210,1000000210,99283,2023-03-01,70,102,35116.7
1000000210,1000000210,J3301,2023-03-01,52,76,5189.47
1000000211,1000000211,70450,2023-03-01,213,303,136895.65
1000000211,1000000211,93000,2023-03-01,121,216,18897.95
1000000211,1000000211,99213,2023-03-01,146,243,28937.41
1000000211,1000000211,99232,2023-03-01,150,244,37466.72
1000000212,1000000212,97110,2023-03-01,164,185,17807.13
1000000212,1000000212,99213,2023-03-01,150,180,21578.62
1000000212,1000000212,99214,2023-03-01,203,231,41791.09
1000000212,1000000212,99232,2023-03-01,193,249,37696.98
1000000212,1000000212,J3301,2023-03-01,129,162,10514.95
1000000213,1000000213,70450,2023-03-01,721,1173,526042.32
1000000213,1000000213,80053,2023-03-01,678,1267,57123.76
1000000213,1000000213,97110,2023-03-01,620,1079,102687.85
1000000213,1000000213,99213,2023-03-01,834,1001,119563.29
1000000213,1000000213,99283,2023-03-01,887,1267,442208.34
1000000214,1000000214,36415,2023-03-01,94,174,4484.07
1000000214,1000000214,70450,2023-03-01,178,271,121791.74
1000000214,1000000214,93000,2023-03-01,148,217,18371.0
1000000214,1000000214,99232,2023-03-01,143,270,40910.85
1000000214,1000000214,J3301,2023-03-01,112,215,14038.3
1000000215,1000000215,36415,2023-03-01,62,92,2272.92
1000000215,1000000215,80053,2023-03-01,42,75,3422.87
1000000215,1000000215,99232,2023-03-01,43,79,11953.31
1000000216,1000000216,80053,2023-03-01,37,43,1916.78
1000000216,1000000216,97110,2023-03-01,25,34,3136.76
1000000216,1000000216,99213,2023-03-01,36,42,4858.31
1000000216,1000000216,99232,2023-03-01,28,53,8040.15
1000000216,1000000216,99283,2023-03-01,18,30,10605.26
1000000217,1000000217,70450,2023-03-01,18,34,15611.06
1000000217,1000000217,80053,2023-03-01,31,42,1958.02
1000000217,1000000217,93000,2023-03-01,22,29,2494.92
1000000217,1000000217,97110,2023-03-01,19,37,3521.52
1000000217,1000000217,99283,2023-03-01,23,29,10304.87
1000000217,1000000217,J3301,2023-03-01,24,34,2082.42
1000000218,1000000218,36415,2023-03-01,36,70,1697.46
1000000218,1000000218,97110,2023-03-01,65,108,10443.64
1000000218,1000000218,99232,2023-03-01,57,70,10749.86
1000000218,1000000218,99283,2023-03-01,60,119,42418.73
1000000219,1000000219,70450,2023-03-01,33,43,19664.67
1000000219,1000000219,80053,2023-03-01,35,53,2341.39
1000000219,1000000219,93000,2023-03-01,45,60,4971.63
1000000219,1000000219,99214,2023-03-01,40,45,7964.09
1000000219,1000000219,99232,2023-03-01,37,43,6405.76
1000000219,1000000219,99283,2023-03-01,24,47,16237.72
1000000219,1000000219,J3301,2023-03-01,42,63,4284.17
1000000220,1000000220,36415,2023-03-01,785,1354,33876.87
1000000220,1000000220,80053,2023-03-01,1188,1557,69702.94
1000000220,1000000220,93000,2023-03-01,947,1225,104597.49
1000000220,1000000220,99213,2023-03-01,1297,1737,207948.38
1000000220,1000000220,99283,2023-03-01,850,978,341168.69
1000000220,1000000220,J3301,2023-03-01,1241,1439,94163.72
1000000221,1000000221,70450,2023-03-01,1314,1801,811999.07
1000000221,1000000221,93000,2023-03-01,1389,1629,138419.84
1000000221,1000000221,99214,2023-03-01,961,1646,293250.03
1000000222,1000000222,36415,2023-03-01,845,1439,36285.01
1000000222,1000000222,80053,2023-03-01,964,1469,66083.16
1000000222,1000000222,97110,2023-03-01,1465,1897,179619.43
1000000222,1000000222,99213,2023-03-01,724,1159,139327.72
1000000222,1000000222,99214,2023-03-01,983,1627,293942.84
1000000222,1000000222,99283,2023-03-01,1054,1450,507071.83
1000000223,1000000223,70450,2023-03-01,97,156,70432.12
1000000223,1000000223,80053,2023-03-01,150,173,8016.63
1000000223,1000000223,93000,2023-03-01,94,178,15116.73
1000000223,1000000223,99213,2023-03-01,74,109,13431.15
1000000223,1000000223,99214,2023-03-01,126,160,28739.45
1000000223,1000000223,99232,2023-03-01,146,174,26456.5
1000000223,1000000223,J3301,2023-03-01,111,166,11028.29
1000000224,1000000224,80053,2023-03-01,176,220,9877.36
1000000224,1000000224,97110,2023-03-01,263,359,34227.27
1000000224,1000000224,99213,2023-03-01,132,257,31006.51
1000000224,1000000224,99283,2023-03-01,298,384,135060.86
1000000225,1000000225,36415,2023-03-01,63,73,1880.24
1000000225,1000000225,93000,2023-03-01,40,79,6714.63
1000000225,1000000225,97110,2023-03-01,102,121,11833.07
1000000226,1000000226,36415,2023-03-01,30,34,865.02
1000000226,1000000226,80053,2023-03-01,29,51,2289.51
1000000226,1000000226,93000,2023-03-01,23,31,2737.86
1000000226,1000000226,97110,2023-03-01,23,45,4317.92
1000000226,1000000226,99214,2023-03-01,31,43,7878.78
1000000226,1000000226,99232,2023-03-01,31,44,6539.74
1000000226,1000000226,99283,2023-03-01,22,45,15839.04
1000000227,1000000227,93000,2023-03-01,102,162,13531.6
1000000227,1000000227,99213,2023-03-01,132,165,20220.54
1000000227,1000000227,99232,2023-03-01,126,155,23677.48
1000000228,1000000228,36415,2023-03-01,939,1527,38233.42
1000000228,1000000228,70450,2023-03-01,1089,1437,652046.91
1000000228,1000000228,80053,2023-03-01,789,1013,45486.3
1000000228,1000000228,97110,2023-03-01,1454,1775,167244.67
1000000229,1000000229,36415,2023-03-01,598,854,21624.19
1000000229,1000000229,97110,2023-03-01,666,844,79381.75
1000000229,1000000229,99213,2023-03-01,768,978,118166.75
1000000229,1000000229,99214,2023-03-01,445,712,128306.16
1000000229,1000000229,99232,2023-03-01,678,892,133084.03
1000000229,1000000229,99283,2023-03-01,386,620,217441.61
1000000230,1000000230,93000,2023-03-01,36,41,3597.69
1000000230,1000000230,97110,2023-03-01,16,28,2754.99
1000000230,1000000230,99213,2023-03-01,22,44,5406.17
1000000230,1000000230,99214,2023-03-01,28,37,6643.4
1000000230,1000000230,99232,2023-03-01,18,35,4970.48
1000000230,1000000230,99283,2023-03-01,31,38,12875.77
1000000230,1000000230,J3301,2023-03-01,37,43,2713.45
1000000231,1000000231,36415,2023-03-01,44,72,1833.43
1000000231,1000000231,70450,2023-03-01,36,45,20609.33
1000000231,1000000231,80053,2023-03-01,55,71,3199.27
1000000231,1000000231,99214,2023-03-01,27,45,8134.46
1000000231,1000000231,99232,2023-03-01,44,56,8329.83
1000000231,1000000231,99283,2023-03-01,49,68,23730.99
1000000231,1000000231,J3301,2023-03-01,42,54,3408.42
1000000232,1000000232,70450,2023-03-01,55,68,30307.17
1000000232,1000000232,80053,2023-03-01,43,63,2783.99
1000000232,1000000232,93000,2023-03-01,23,39,3213.38
1000000232,1000000232,97110,2023-03-01,57,65,6446.35
1000000232,1000000232,99213,2023-03-01,47,54,6529.11
1000000232,1000000232,J3301,2023-03-01,42,65,4228.94
1000000233,1000000233,80053,2023-03-01,763,880,39529.06
1000000233,1000000233,97110,2023-03-01,601,1087,102435.93
1000000233,1000000233,99214,2023-03-01,661,950,172261.39
1000000233,1000000233,99232,2023-03-01,591,1060,159886.99
1000000234,1000000234,70450,2023-03-01,193,359,161272.56
1000000234,1000000234,99214,2023-03-01,251,288,51574.28
1000000234,1000000234,J3301,2023-03-01,270,307,20003.59
1000000235,1000000235,70450,2023-03-01,12,22,10872.08
1000000235,1000000235,80053,2023-03-01,21,30,1309.82
1000000235,1000000235,97110,2023-03-01,12,17,1631.71
1000000235,1000000235,99213,2023-03-01,21,29,3534.15
1000000235,1000000235,99214,2023-03-01,18,24,4429.66
1000000235,1000000235,99232,2023-03-01,20,27,4179.39
1000000235,1000000235,99283,2023-03-01,12,22,7889.73
1000000236,1000000236,80053,2023-03-01,17,34,1465.46
1000000236,1000000236,97110,2023-03-01,22,33,3215.33
1000000236,1000000236,99213,2023-03-01,23,34,3901.03
1000000236,1000000236,99232,2023-03-01,15,28,4250.8
1000000237,1000000237,80053,2023-03-01,1479,2377,106862.5
1000000237,1000000237,93000,2023-03-01,875,1492,125877.85
1000000237,1000000237,97110,2023-03-01,1269,1796,171153.93
1000000237,1000000237,99214,2023-03-01,1578,1996,362701.09
1000000237,1000000237,99232,2023-03-01,1256,1907,285663.06
1000000238,1000000238,70450,2023-03-01,18,27,11984.9
1000000238,1000000238,97110,2023-03-01,19,28,2661.35
1000000238,1000000238,99214,2023-03-01,17,21,3605.21
1000000238,1000000238,99232,2023-03-01,14,17,2521.09
1000000238,1000000238,99283,2023-03-01,13,18,6365.32
1000000239,1000000239,70450,2023-03-01,36,44,20290.57
1000000239,1000000239,99213,2023-03-01,25,37,4211.8
1000000239,1000000239,99214,2023-03-01,33,43,7738.88
1000000239,1000000239,99232,2023-03-01,21,30,4542.18
1000000239,1000000239,99283,2023-03-01,19,31,11219.07
1000000239,1000000239,J3301,2023-03-01,24,29,1907.44
1000000240,1000000240,36415,2023-03-01,543,755,18718.23
1000000240,1000000240,70450,2023-03-01,419,473,215378.87
1000000240,1000000240,93000,2023-03-01,413,488,41026.49
1000000240,1000000240,99232,2023-03-01,714,859,127833.24
1000000240,1000000240,99283,2023-03-01,368,522,183462.12
1000000240,1000000240,J3301,2023-03-01,402,650,42542.78
1000000241,1000000241,80053,2023-03-01,1061,1820,82293.3
1000000241,1000000241,93000,2023-03-01,1263,2276,194358.48
1000000241,1000000241,99213,2023-03-01,1726,2148,258386.67
1000000241,1000000241,99214,2023-03-01,1467,1819,327061.97
1000000241,1000000241,99232,2023-03-01,1911,2322,348983.14
1000000241,1000000241,99283,2023-03-01,1642,2097,737262.38
1000000242,1000000242,36415,2023-03-01,15,20,489.05
1000000242,1000000242,70450,2023-03-01,14,21,9163.3
1000000242,1000000242,80053,2023-03-01,22,37,1729.18
1000000242,1000000242,93000,2023-03-01,20,27,2296.46
1000000242,1000000242,99213,2023-03-01,12,22,2578.04
1000000243,1000000243,80053,2023-03-01,233,333,15090.25
1000000243,1000000243,99213,2023-03-01,202,335,39995.14
1000000243,1000000243,99283,2023-03-01,306,392,136075.19
1000000244,1000000244,36415,2023-03-01,22,27,696.88
1000000244,1000000244,70450,2023-03-01,18,23,9728.05
1000000244,1000000244,80053,2023-03-01,16,33,1589.02
1000000244,1000000244,99214,2023-03-01,20,38,6727.18
1000000244,1000000244,99283,2023-03-01,20,37,12717.79
1000000244,1000000244,J3301,2023-03-01,30,36,2310.22
1000000245,1000000245,80053,2023-03-01,286,376,16914.66
1000000245,1000000245,93000,2023-03-01,251,327,27869.73
1000000245,1000000245,97110,2023-03-01,236,342,32485.98
1000000245,1000000245,99213,2023-03-01,256,381,45481.59
1000000245,1000000245,99214,2023-03-01,187,264,47692.62
1000000245,1000000245,99283,2023-03-01,215,286,100844.15
1000000246,1000000246,80053,2023-03-01,314,356,15991.14
1000000246,1000000246,97110,2023-03-01,257,428,40918.89
1000000246,1000000246,99232,2023-03-01,217,309,46783.83
1000000247,1000000247,36415,2023-03-01,1218,1395,34761.37
1000000247,1000000247,80053,2023-03-01,1120,1520,68662.41
1000000247,1000000247,93000,2023-03-01,785,1210,103071.56
1000000247,1000000247,99214,2023-03-01,640,1197,213386.27
1000000247,1000000247,99283,2023-03-01,724,932,327689.24
1000000247,1000000247,J3301,2023-03-01,885,1422,91604.82
1000000248,1000000248,80053,2023-03-01,57,103,4723.24
1000000248,1000000248,97110,2023-03-01,83,105,10055.96
1000000248,1000000248,99213,2023-03-01,71,107,12572.29
1000000248,1000000248,J3301,2023-03-01,73,93,6187.33
1000000249,1000000249,36415,2023-03-01,342,415,10453.16
1000000249,1000000249,70450,2023-03-01,295,386,174046.87
1000000249,1000000249,93000,2023-03-01,435,527,44707.48
1000000249,1000000249,99214,2023-03-01,319,514,94024.99
1000000249,1000000249,99232,2023-03-01,212,380,57100.2
1000000250,1000000250,36415,2023-03-01,246,328,8235.99
1000000250,1000000250,99232,2023-03-01,179,356,54298.1
1000000250,1000000250,J3301,2023-03-01,288,359,22741.2
1000000251,1000000251,36415,2023-03-01,619,734,18172.87
1000000251,1000000251,97110,2023-03-01,566,1029,97815.16
1000000251,1000000251,99232,2023-03-01,892,1129,168738.39
1000000251,1000000251,99283,2023-03-01,567,943,329797.37
1000000252,1000000252,70450,2023-03-01,521,829,372149.5
1000000252,1000000252,80053,2023-03-01,729,904,41049.59
1000000252,1000000252,99213,2023-03-01,451,746,90404.35
1000000252,1000000252,99214,2023-03-01,711,973,175230.7
1000000252,1000000252,99232,2023-03-01,582,661,100671.09
1000000252,1000000252,99283,2023-03-01,402,552,193467.2
1000000253,1000000253,36415,2023-03-01,299,347,8552.28
1000000253,1000000253,70450,2023-03-01,263,474,213257.38
1000000253,1000000253,80053,2023-03-01,171,330,15213.49
1000000253,1000000253,93000,2023-03-01,314,459,38832.43
1000000253,1000000253,99213,2023-03-01,266,388,47533.06
1000000253,1000000253,99214,2023-03-01,334,448,81805.68
1000000253,1000000253,99283,2023-03-01,180,310,109427.72
1000000254,1000000254,80053,2023-03-01,53,85,3820.17
1000000254,1000000254,97110,2023-03-01,42,77,7172.2
1000000254,1000000254,99213,2023-03-01,52,88,10451.53
1000000254,1000000254,99283,2023-03-01,59,94,32696.19
1000000254,1000000254,J3301,2023-03-01,31,51,3288.93
1000000255,1000000255,80053,2023-03-01,930,1133,50885.53
1000000255,1000000255,97110,2023-03-01,1517,1921,181937.65
1000000255,1000000255,99213,2023-03-01,777,1361,163953.77
1000000255,1000000255,99214,2023-03-01,908,1769,316255.11
1000000256,1000000256,36415,2023-03-01,855,1363,34275.89
1000000256,1000000256,70450,2023-03-01,960,1270,580324.52
1000000256,1000000256,93000,2023-03-01,957,1877,159458.41
1000000256,1000000256,97110,2023-03-01,1786,2028,193797.38
1000000256,1000000256,99214,2023-03-01,1262,1528,276722.33
1000000256,1000000256,99283,2023-03-01,1851,2109,739561.11
1000000257,1000000257,36415,2023-03-01,1477,1991,49373.43
1000000257,1000000257,80053,2023-03-01,1084,1863,83966.28
1000000257,1000000257,93000,2023-03-01,1199,2029,173264.81
1000000257,1000000257,99214,2023-03-01,1249,1765,315361.65
1000000257,1000000257,99232,2023-03-01,1211,2371,355491.35
1000000257,1000000257,99283,2023-03-01,1396,2271,793756.78
1000000258,1000000258,36415,2023-03-01,187,221,5469.08
1000000258,1000000258,70450,2023-03-01,179,280,125620.63
1000000258,1000000258,80053,2023-03-01,179,280,12437.16
1000000258,1000000258,97110,2023-03-01,163,219,21078.12
1000000258,1000000258,J3301,2023-03-01,156,218,14247.09
1000000259,1000000259,70450,2023-03-01,68,106,46604.75
1000000259,1000000259,80053,2023-03-01,80,94,3933.39
1000000259,1000000259,97110,2023-03-01,77,143,13560.44
1000000259,1000000259,99214,2023-03-01,54,99,18243.77
1000000259,1000000259,99232,2023-03-01,60,102,15288.05
1000000259,1000000259,99283,2023-03-01,80,118,41777.15
1000000260,1000000260,93000,2023-03-01,324,547,46172.59
1000000260,1000000260,99213,2023-03-01,486,546,65744.57
1000000260,1000000260,99214,2023-03-01,249,494,89493.09
1000000260,1000000260,99232,2023-03-01,501,640,96178.46
1000000260,1000000260,99283,2023-03-01,533,734,255695.38
1000000261,1000000261,80053,2023-03-01,467,641,28968.54
1000000261,1000000261,97110,2023-03-01,930,1074,101962.39
1000000261,1000000261,99213,2023-03-01,775,1034,123542.85
1000000261,1000000261,99232,2023-03-01,467,912,136803.95
1000000261,1000000261,99283,2023-03-01,727,1061,374002.54
1000000262,1000000262,36415,2023-03-01,282,389,9859.52
1000000262,1000000262,70450,2023-03-01,281,400,180579.98
1000000262,1000000262,93000,2023-03-01,288,553,47348.85
1000000262,1000000262,97110,2023-03-01,319,384,36227.52
1000000262,1000000262,99214,2023-03-01,288,536,97767.92
1000000262,1000000262,99232,2023-03-01,358,594,88687.52
1000000262,1000000262,99283,2023-03-01,378,609,214179.3
1000000263,1000000263,80053,2023-03-01,106,121,5557.7
1000000263,1000000263,93000,2023-03-01,55,110,9187.82
1000000263,1000000263,99213,2023-03-01,84,112,13576.53
1000000263,1000000263,99232,2023-03-01,55,87,13156.08
1000000263,1000000263,99283,2023-03-01,70,80,27646.83
1000000263,1000000263,J3301,2023-03-01,55,77,5107.22
1000000264,1000000264,80053,2023-03-01,96,158,7322.51
1000000264,1000000264,97110,2023-03-01,123,144,13791.6
1000000264,1000000264,99213,2023-03-01,143,183,22236.96
1000000264,1000000264,99214,2023-03-01,92,119,20541.16
1000000264,1000000264,99232,2023-03-01,112,178,26539.21
1000000265,1000000265,70450,2023-03-01,25,36,16814.45
1000000265,1000000265,80053,2023-03-01,22,25,1093.86
1000000265,1000000265,99213,2023-03-01,16,31,3525.75
1000000265,1000000265,99214,2023-03-01,29,34,5929.41
1000000265,1000000265,99283,2023-03-01,26,37,13090.12
1000000265,1000000265,J3301,2023-03-01,22,28,1849.04
1000000266,1000000266,70450,2023-03-01,517,590,265326.71
1000000266,1000000266,80053,2023-03-01,394,455,20428.25
1000000266,1000000266,93000,2023-03-01,323,622,53627.34
1000000266,1000000266,97110,2023-03-01,186,365,34639.27
1000000266,1000000266,99214,2023-03-01,489,652,116959.44
1000000267,1000000267,97110,2023-03-01,33,37,3665.77
1000000267,1000000267,99232,2023-03-01,41,66,9782.45
1000000267,1000000267,99283,2023-03-01,37,66,22693.77
1000000268,1000000268,70450,2023-03-01,546,844,384271.35
1000000268,1000000268,97110,2023-03-01,706,845,80320.42
1000000268,1000000268,99214,2023-03-01,607,835,150001.55
1000000268,1000000268,99232,2023-03-01,394,551,83182.42
1000000268,1000000268,99283,2023-03-01,445,774,270813.57
1000000269,1000000269,36415,2023-03-01,304,447,11225.67
1000000269,1000000269,70450,2023-03-01,260,291,132613.7
1000000269,1000000269,93000,2023-03-01,178,299,25217.69
1000000269,1000000269,99213,2023-03-01,199,396,47464.65
1000000269,1000000269,99214,2023-03-01,177,349,63185.7
1000000269,1000000269,99283,2023-03-01,239,352,124571.22
1000000269,1000000269,J3301,2023-03-01,350,481,31072.64
1000000270,1000000270,70450,2023-03-01,46,85,38495.08
1000000270,1000000270,80053,2023-03-01,59,81,3577.19
1000000270,1000000270,93000,2023-03-01,54,99,8526.52
